YEAR,MONTH,STATE,FIRES,MEETING_DATE
2011,JUNE,Maranhao,602,2011-01-01
2012,JUNE,Maranhao,915,2012-01-01
2013,JUNE,Maranhao,498,2013-01-01
2014,JUNE,Maranhao,812,2014-01-01
2015,JUNE,Maranhao,887,2015-01-01
2016,JUNE,Maranhao,709,2016-01-01
2017,JUNE,Maranhao,885,2017-01-01
1998,JULY,Maranhao,274,1998-01-01
1999,JULY,Maranhao,258,1999-01-01
2000,JULY,Maranhao,233,2000-01-01
2001,JULY,Maranhao,549,2001-01-01
2002,JULY,Maranhao,1,2002-01-01
2003,JULY,Maranhao,1,2003-01-01
2004,JULY,Maranhao,1,2004-01-01
2005,JULY,Maranhao,1,2005-01-01
2006,JULY,Maranhao,512,2006-01-01
2007,JULY,Maranhao,1,2007-01-01
2008,JULY,Maranhao,502,2008-01-01
2009,JULY,Maranhao,972,2009-01-01
2010,JULY,Maranhao,2,2010-01-01
2011,JULY,Maranhao,1,2011-01-01
2012,JULY,Maranhao,4,2012-01-01
2013,JULY,Maranhao,1,2013-01-01
2014,JULY,Maranhao,2,2014-01-01
2015,JULY,Maranhao,2,2015-01-01
2016,JULY,Maranhao,2,2016-01-01
2017,JULY,Maranhao,3,2017-01-01
1998,AUG,Maranhao,1,1998-01-01
1999,AUG,Maranhao,895,1999-01-01
2000,AUG,Maranhao,839,2000-01-01
2001,AUG,Maranhao,2,2001-01-01
2002,AUG,Maranhao,3,2002-01-01
2003,AUG,Maranhao,2,2003-01-01
2004,AUG,Maranhao,2,2004-01-01
2005,AUG,Maranhao,0,2005-01-01
2006,AUG,Maranhao,1,2006-01-01
2007,AUG,Maranhao,8,2007-01-01
2008,AUG,Maranhao,713,2008-01-01
2009,AUG,Maranhao,2,2009-01-01
2010,AUG,Maranhao,6,2010-01-01
2011,AUG,Maranhao,2,2011-01-01
2012,AUG,Maranhao,10,2012-01-01
2013,AUG,Maranhao,2,2013-01-01
2014,AUG,Maranhao,6,2014-01-01
2015,AUG,Maranhao,5,2015-01-01
2016,AUG,Maranhao,0,2016-01-01
2017,AUG,Maranhao,4,2017-01-01
1998,SEPT,Maranhao,4,1998-01-01
1999,SEPT,Maranhao,2,1999-01-01
2000,SEPT,Maranhao,1,2000-01-01
2001,SEPT,Maranhao,5,2001-01-01
2002,SEPT,Maranhao,3,2002-01-01
2003,SEPT,Maranhao,6,2003-01-01
2004,SEPT,Maranhao,5,2004-01-01
2005,SEPT,Maranhao,6,2005-01-01
2006,SEPT,Maranhao,3,2006-01-01
2007,SEPT,Maranhao,9,2007-01-01
2008,SEPT,Maranhao,3,2008-01-01
2009,SEPT,Maranhao,2,2009-01-01
2010,SEPT,Maranhao,10,2010-01-01
2011,SEPT,Maranhao,5,2011-01-01
2012,SEPT,Maranhao,8,2012-01-01
2013,SEPT,Maranhao,4,2013-01-01
2014,SEPT,Maranhao,4,2014-01-01
2015,SEPT,Maranhao,6,2015-01-01
2016,SEPT,Maranhao,3,2016-01-01
2017,SEPT,Maranhao,15,2017-01-01
1998,OCT,Maranhao,5,1998-01-01
1999,OCT,Maranhao,3,1999-01-01
2000,OCT,Maranhao,3,2000-01-01
2001,OCT,Maranhao,7,2001-01-01
2002,OCT,Maranhao,5,2002-01-01
2003,OCT,Maranhao,6,2003-01-01
2004,OCT,Maranhao,4,2004-01-01
2005,OCT,Maranhao,6,2005-01-01
2006,OCT,Maranhao,3,2006-01-01
2007,OCT,Maranhao,5,2007-01-01
2008,OCT,Maranhao,3,2008-01-01
2009,OCT,Maranhao,2,2009-01-01
2010,OCT,Maranhao,3,2010-01-01
2011,OCT,Maranhao,2,2011-01-01
2012,OCT,Maranhao,5,2012-01-01
2013,OCT,Maranhao,3,2013-01-01
2014,OCT,Maranhao,6,2014-01-01
2015,OCT,Maranhao,7,2015-01-01
2016,OCT,Maranhao,5,2016-01-01
2017,OCT,Maranhao,6,2017-01-01
1998,NOV,Maranhao,2,1998-01-01
1999,NOV,Maranhao,1,1999-01-01
2000,NOV,Maranhao,2,2000-01-01
2001,NOV,Maranhao,4,2001-01-01
2002,NOV,Maranhao,6,2002-01-01
2003,NOV,Maranhao,5,2003-01-01
2004,NOV,Maranhao,6,2004-01-01
2005,NOV,Maranhao,5,2005-01-01
2006,NOV,Maranhao,2,2006-01-01
2007,NOV,Maranhao,2,2007-01-01
2008,NOV,Maranhao,2,2008-01-01
2009,NOV,Maranhao,5,2009-01-01
2010,NOV,Maranhao,4,2010-01-01
2011,NOV,Maranhao,2,2011-01-01
2012,NOV,Maranhao,2,2012-01-01
2013,NOV,Maranhao,3,2013-01-01
2014,NOV,Maranhao,4,2014-01-01
2015,NOV,Maranhao,4,2015-01-01
2016,NOV,Maranhao,4,2016-01-01
2017,NOV,Maranhao,2,2017-01-01
1998,DEC,Maranhao,1,1998-01-01
1999,DEC,Maranhao,1,1999-01-01
2000,DEC,Maranhao,1,2000-01-01
2001,DEC,Maranhao,1,2001-01-01
2002,DEC,Maranhao,2,2002-01-01
2003,DEC,Maranhao,2,2003-01-01
2004,DEC,Maranhao,3,2004-01-01
2005,DEC,Maranhao,2,2005-01-01
2006,DEC,Maranhao,1,2006-01-01
2007,DEC,Maranhao,800,2007-01-01
2008,DEC,Maranhao,1,2008-01-01
2009,DEC,Maranhao,2,2009-01-01
2010,DEC,Maranhao,2,2010-01-01
2011,DEC,Maranhao,2,2011-01-01
2012,DEC,Maranhao,1,2012-01-01
2013,DEC,Maranhao,3,2013-01-01
2014,DEC,Maranhao,2,2014-01-01
2015,DEC,Maranhao,4,2015-01-01
2016,DEC,Maranhao,2,2016-01-01
1998,JAN,Mato grosso,0,1998-01-01
1999,JAN,Mato grosso,39,1999-01-01
2000,JAN,Mato grosso,44,2000-01-01
2001,JAN,Mato grosso,44,2001-01-01
2002,JAN,Mato grosso,172,2002-01-01
2003,JAN,Mato grosso,896,2003-01-01
2004,JAN,Mato grosso,301,2004-01-01
2005,JAN,Mato grosso,438,2005-01-01
2006,JAN,Mato grosso,947,2006-01-01
2007,JAN,Mato grosso,476,2007-01-01
2008,JAN,Mato grosso,245,2008-01-01
2009,JAN,Mato grosso,527,2009-01-01
2010,JAN,Mato grosso,298,2010-01-01
2011,JAN,Mato grosso,171,2011-01-01
2012,JAN,Mato grosso,166,2012-01-01
2013,JAN,Mato grosso,269,2013-01-01
2014,JAN,Mato grosso,315,2014-01-01
2015,JAN,Mato grosso,960,2015-01-01
2016,JAN,Mato grosso,374,2016-01-01
2017,JAN,Mato grosso,482,2017-01-01
1998,FEB,Mato grosso,0,1998-01-01
1999,FEB,Mato grosso,28,1999-01-01
2000,FEB,Mato grosso,35,2000-01-01
2001,FEB,Mato grosso,54,2001-01-01
2002,FEB,Mato grosso,22,2002-01-01
2003,FEB,Mato grosso,592,2003-01-01
2004,FEB,Mato grosso,272,2004-01-01
2005,FEB,Mato grosso,871,2005-01-01
2006,FEB,Mato grosso,383,2006-01-01
2007,FEB,Mato grosso,213,2007-01-01
2008,FEB,Mato grosso,180,2008-01-01
2009,FEB,Mato grosso,248,2009-01-01
2010,FEB,Mato grosso,431,2010-01-01
2011,FEB,Mato grosso,119,2011-01-01
2012,FEB,Mato grosso,193,2012-01-01
2013,FEB,Mato grosso,375,2013-01-01
2014,FEB,Mato grosso,199,2014-01-01
2015,FEB,Mato grosso,542,2015-01-01
2016,FEB,Mato grosso,1,2016-01-01
2017,FEB,Mato grosso,337,2017-01-01
1998,MAR,Mato grosso,0,1998-01-01
1999,MAR,Mato grosso,18,1999-01-01
2000,MAR,Mato grosso,60,2000-01-01
2001,MAR,Mato grosso,24,2001-01-01
2002,MAR,Mato grosso,103,2002-01-01
2003,MAR,Mato grosso,554,2003-01-01
2004,MAR,Mato grosso,743,2004-01-01
2005,MAR,Mato grosso,362,2005-01-01
2006,MAR,Mato grosso,448,2006-01-01
2007,MAR,Mato grosso,476,2007-01-01
2008,MAR,Mato grosso,180,2008-01-01
2009,MAR,Mato grosso,325,2009-01-01
2010,MAR,Mato grosso,605,2010-01-01
2011,MAR,Mato grosso,252,2011-01-01
2012,MAR,Mato grosso,423,2012-01-01
2013,MAR,Mato grosso,563,2013-01-01
2014,MAR,Mato grosso,655,2014-01-01
2015,MAR,Mato grosso,705,2015-01-01
2016,MAR,Mato grosso,1,2016-01-01
2017,MAR,Mato grosso,719,2017-01-01
1998,APR,Mato grosso,0,1998-01-01
1999,APR,Mato grosso,76,1999-01-01
2000,APR,Mato grosso,59,2000-01-01
2001,APR,Mato grosso,309,2001-01-01
2002,APR,Mato grosso,641,2002-01-01
2003,APR,Mato grosso,903,2003-01-01
2004,APR,Mato grosso,441,2004-01-01
2005,APR,Mato grosso,372,2005-01-01
2006,APR,Mato grosso,0,2006-01-01
2007,APR,Mato grosso,79,2007-01-01
2008,APR,Mato grosso,274,2008-01-01
2009,APR,Mato grosso,169,2009-01-01
2010,APR,Mato grosso,769,2010-01-01
2011,APR,Mato grosso,345,2011-01-01
2012,APR,Mato grosso,521,2012-01-01
2013,APR,Mato grosso,338,2013-01-01
2014,APR,Mato grosso,859,2014-01-01
2015,APR,Mato grosso,947,2015-01-01
2016,APR,Mato grosso,2,2016-01-01
2017,APR,Mato grosso,606,2017-01-01
1998,MAY,Mato grosso,0,1998-01-01
1999,MAY,Mato grosso,731,1999-01-01
2000,MAY,Mato grosso,1,2000-01-01
2001,MAY,Mato grosso,1,2001-01-01
2002,MAY,Mato grosso,3,2002-01-01
2003,MAY,Mato grosso,942,2003-01-01
2004,MAY,Mato grosso,2,2004-01-01
2005,MAY,Mato grosso,2,2005-01-01
2006,MAY,Mato grosso,269,2006-01-01
2007,MAY,Mato grosso,359,2007-01-01
2008,MAY,Mato grosso,119,2008-01-01
2009,MAY,Mato grosso,516,2009-01-01
2010,MAY,Mato grosso,1,2010-01-01
2011,MAY,Mato grosso,547,2011-01-01
2012,MAY,Mato grosso,812,2012-01-01
2013,MAY,Mato grosso,739,2013-01-01
2014,MAY,Mato grosso,933,2014-01-01
2015,MAY,Mato grosso,541,2015-01-01
2016,MAY,Mato grosso,1,2016-01-01
2017,MAY,Mato grosso,845,2017-01-01
1998,JUNE,Mato grosso,2,1998-01-01
1999,JUNE,Mato grosso,2,1999-01-01
2000,JUNE,Mato grosso,4,2000-01-01
2001,JUNE,Mato grosso,7,2001-01-01
2002,JUNE,Mato grosso,8,2002-01-01
2003,JUNE,Mato grosso,4,2003-01-01
2004,JUNE,Mato grosso,10,2004-01-01
2005,JUNE,Mato grosso,2,2005-01-01
2006,JUNE,Mato grosso,856,2006-01-01
2007,JUNE,Mato grosso,1,2007-01-01
2008,JUNE,Mato grosso,403,2008-01-01
2009,JUNE,Mato grosso,979,2009-01-01
2010,JUNE,Mato grosso,1,2010-01-01
2011,JUNE,Mato grosso,974,2011-01-01
2012,JUNE,Mato grosso,2,2012-01-01
2013,JUNE,Mato grosso,1,2013-01-01
2014,JUNE,Mato grosso,2,2014-01-01
2015,JUNE,Mato grosso,1,2015-01-01
2016,JUNE,Mato grosso,1,2016-01-01
2017,JUNE,Mato grosso,2,2017-01-01
1998,JULY,Mato grosso,4,1998-01-01
1999,JULY,Mato grosso,4,1999-01-01
2000,JULY,Mato grosso,1,2000-01-01
2001,JULY,Mato grosso,2,2001-01-01
2002,JULY,Mato grosso,6,2002-01-01
2003,JULY,Mato grosso,5,2003-01-01
2004,JULY,Mato grosso,12,2004-01-01
2005,JULY,Mato grosso,4,2005-01-01
2006,JULY,Mato grosso,2,2006-01-01
2007,JULY,Mato grosso,2,2007-01-01
2008,JULY,Mato grosso,1,2008-01-01
2009,JULY,Mato grosso,2,2009-01-01
2010,JULY,Mato grosso,3,2010-01-01
2011,JULY,Mato grosso,1,2011-01-01
2012,JULY,Mato grosso,2,2012-01-01
2013,JULY,Mato grosso,2,2013-01-01
2014,JULY,Mato grosso,2,2014-01-01
2015,JULY,Mato grosso,2,2015-01-01
2016,JULY,Mato grosso,3,2016-01-01
2017,JULY,Mato grosso,3,2017-01-01
1998,AUG,Mato grosso,15,1998-01-01
1999,AUG,Mato grosso,19,1999-01-01
2000,AUG,Mato grosso,6,2000-01-01
2001,AUG,Mato grosso,8,2001-01-01
2002,AUG,Mato grosso,14,2002-01-01
2003,AUG,Mato grosso,11,2003-01-01
2004,AUG,Mato grosso,14,2004-01-01
2005,AUG,Mato grosso,12,2005-01-01
2006,AUG,Mato grosso,6,2006-01-01
2007,AUG,Mato grosso,14,2007-01-01
2008,AUG,Mato grosso,3,2008-01-01
2009,AUG,Mato grosso,2,2009-01-01
2010,AUG,Mato grosso,15,2010-01-01
2011,AUG,Mato grosso,3,2011-01-01
2012,AUG,Mato grosso,6,2012-01-01
2013,AUG,Mato grosso,4,2013-01-01
2014,AUG,Mato grosso,7,2014-01-01
2015,AUG,Mato grosso,5,2015-01-01
2016,AUG,Mato grosso,6,2016-01-01
2017,AUG,Mato grosso,6,2017-01-01
1998,SEPT,Mato grosso,10,1998-01-01
1999,SEPT,Mato grosso,12,1999-01-01
2000,SEPT,Mato grosso,6,2000-01-01
2001,SEPT,Mato grosso,8,2001-01-01
2002,SEPT,Mato grosso,11,2002-01-01
2003,SEPT,Mato grosso,16,2003-01-01
2004,SEPT,Mato grosso,25,2004-01-01
2005,SEPT,Mato grosso,21,2005-01-01
2006,SEPT,Mato grosso,13,2006-01-01
2007,SEPT,Mato grosso,26,2007-01-01
2008,SEPT,Mato grosso,8,2008-01-01
2009,SEPT,Mato grosso,3,2009-01-01
2010,SEPT,Mato grosso,18,2010-01-01
2011,SEPT,Mato grosso,6,2011-01-01
2012,SEPT,Mato grosso,10,2012-01-01
2013,SEPT,Mato grosso,6,2013-01-01
2014,SEPT,Mato grosso,7,2014-01-01
2015,SEPT,Mato grosso,11,2015-01-01
2016,SEPT,Mato grosso,9,2016-01-01
2017,SEPT,Mato grosso,24,2017-01-01
1998,OCT,Mato grosso,3,1998-01-01
1999,OCT,Mato grosso,6,1999-01-01
2000,OCT,Mato grosso,6,2000-01-01
2001,OCT,Mato grosso,7,2001-01-01
2002,OCT,Mato grosso,9,2002-01-01
2003,OCT,Mato grosso,5,2003-01-01
2004,OCT,Mato grosso,9,2004-01-01
2005,OCT,Mato grosso,8,2005-01-01
2006,OCT,Mato grosso,2,2006-01-01
2007,OCT,Mato grosso,5,2007-01-01
2008,OCT,Mato grosso,6,2008-01-01
2009,OCT,Mato grosso,3,2009-01-01
2010,OCT,Mato grosso,4,2010-01-01
2011,OCT,Mato grosso,2,2011-01-01
2012,OCT,Mato grosso,3,2012-01-01
2013,OCT,Mato grosso,2,2013-01-01
2014,OCT,Mato grosso,5,2014-01-01
2015,OCT,Mato grosso,6,2015-01-01
2016,OCT,Mato grosso,3,2016-01-01
2017,OCT,Mato grosso,5,2017-01-01
1998,NOV,Mato grosso,182,1998-01-01
1999,NOV,Mato grosso,842,1999-01-01
2000,NOV,Mato grosso,502,2000-01-01
2001,NOV,Mato grosso,373,2001-01-01
2002,NOV,Mato grosso,3,2002-01-01
2003,NOV,Mato grosso,2,2003-01-01
2004,NOV,Mato grosso,2,2004-01-01
2005,NOV,Mato grosso,1,2005-01-01
2006,NOV,Mato grosso,1,2006-01-01
2007,NOV,Mato grosso,299,2007-01-01
2008,NOV,Mato grosso,190,2008-01-01
2009,NOV,Mato grosso,588,2009-01-01
2010,NOV,Mato grosso,768,2010-01-01
2011,NOV,Mato grosso,1,2011-01-01
2012,NOV,Mato grosso,375,2012-01-01
2013,NOV,Mato grosso,1,2013-01-01
2014,NOV,Mato grosso,1,2014-01-01
2015,NOV,Mato grosso,2,2015-01-01
2016,NOV,Mato grosso,918,2016-01-01
2017,NOV,Mato grosso,813,2017-01-01
1998,DEC,Mato grosso,76,1998-01-01
1999,DEC,Mato grosso,47,1999-01-01
2000,DEC,Mato grosso,98,2000-01-01
2001,DEC,Mato grosso,37,2001-01-01
2002,DEC,Mato grosso,1,2002-01-01
2003,DEC,Mato grosso,2,2003-01-01
2004,DEC,Mato grosso,1,2004-01-01
2005,DEC,Mato grosso,246,2005-01-01
2006,DEC,Mato grosso,23,2006-01-01
2007,DEC,Mato grosso,81,2007-01-01
2008,DEC,Mato grosso,159,2008-01-01
2009,DEC,Mato grosso,171,2009-01-01
2010,DEC,Mato grosso,846,2010-01-01
2011,DEC,Mato grosso,431,2011-01-01
2012,DEC,Mato grosso,492,2012-01-01
2013,DEC,Mato grosso,447,2013-01-01
2014,DEC,Mato grosso,466,2014-01-01
2015,DEC,Mato grosso,2,2015-01-01
2016,DEC,Mato grosso,425,2016-01-01
1999,JAN,Mato grosso,239,1999-01-01
2000,JAN,Mato grosso,326,2000-01-01
2001,JAN,Mato grosso,97,2001-01-01
2002,JAN,Mato grosso,304,2002-01-01
2003,JAN,Mato grosso,182,2003-01-01
2004,JAN,Mato grosso,258,2004-01-01
2005,JAN,Mato grosso,59,2005-01-01
2006,JAN,Mato grosso,59,2006-01-01
2007,JAN,Mato grosso,19,2007-01-01
2008,JAN,Mato grosso,63,2008-01-01
2009,JAN,Mato grosso,229,2009-01-01
2010,JAN,Mato grosso,72,2010-01-01
2011,JAN,Mato grosso,129,2011-01-01
2012,JAN,Mato grosso,201,2012-01-01
2013,JAN,Mato grosso,174,2013-01-01
2014,JAN,Mato grosso,197,2014-01-01
2015,JAN,Mato grosso,226,2015-01-01
2016,JAN,Mato grosso,127,2016-01-01
2017,JAN,Mato grosso,355,2017-01-01
1999,FEB,Mato grosso,69,1999-01-01
2000,FEB,Mato grosso,81,2000-01-01
2001,FEB,Mato grosso,89,2001-01-01
2002,FEB,Mato grosso,98,2002-01-01
2003,FEB,Mato grosso,108,2003-01-01
2004,FEB,Mato grosso,169,2004-01-01
2005,FEB,Mato grosso,221,2005-01-01
2006,FEB,Mato grosso,0,2006-01-01
2007,FEB,Mato grosso,111,2007-01-01
2008,FEB,Mato grosso,78,2008-01-01
2009,FEB,Mato grosso,164,2009-01-01
2010,FEB,Mato grosso,157,2010-01-01
2011,FEB,Mato grosso,61,2011-01-01
2012,FEB,Mato grosso,112,2012-01-01
2013,FEB,Mato grosso,100,2013-01-01
2014,FEB,Mato grosso,139,2014-01-01
2015,FEB,Mato grosso,148,2015-01-01
2016,FEB,Mato grosso,187,2016-01-01
2017,FEB,Mato grosso,165,2017-01-01
1999,MAR,Mato grosso,0,1999-01-01
2000,MAR,Mato grosso,23,2000-01-01
2001,MAR,Mato grosso,39,2001-01-01
2002,MAR,Mato grosso,115,2002-01-01
2003,MAR,Mato grosso,137,2003-01-01
2004,MAR,Mato grosso,225,2004-01-01
2005,MAR,Mato grosso,158,2005-01-01
2006,MAR,Mato grosso,137,2006-01-01
2007,MAR,Mato grosso,137,2007-01-01
2008,MAR,Mato grosso,97,2008-01-01
2009,MAR,Mato grosso,118,2009-01-01
2010,MAR,Mato grosso,149,2010-01-01
2011,MAR,Mato grosso,37,2011-01-01
2012,MAR,Mato grosso,169,2012-01-01
2013,MAR,Mato grosso,158,2013-01-01
2014,MAR,Mato grosso,95,2014-01-01
2015,MAR,Mato grosso,190,2015-01-01
2016,MAR,Mato grosso,143,2016-01-01
2017,MAR,Mato grosso,170,2017-01-01
1998,APR,Mato grosso,0,1998-01-01
1999,APR,Mato grosso,97,1999-01-01
2000,APR,Mato grosso,90,2000-01-01
2001,APR,Mato grosso,108,2001-01-01
2002,APR,Mato grosso,230,2002-01-01
2003,APR,Mato grosso,126,2003-01-01
2004,APR,Mato grosso,97,2004-01-01
2005,APR,Mato grosso,126,2005-01-01
2006,APR,Mato grosso,51,2006-01-01
2007,APR,Mato grosso,46,2007-01-01
2008,APR,Mato grosso,72,2008-01-01
2009,APR,Mato grosso,291,2009-01-01
2010,APR,Mato grosso,136,2010-01-01
2011,APR,Mato grosso,23,2011-01-01
2012,APR,Mato grosso,97,2012-01-01
2013,APR,Mato grosso,78,2013-01-01
2014,APR,Mato grosso,129,2014-01-01
2015,APR,Mato grosso,65,2015-01-01
2016,APR,Mato grosso,161,2016-01-01
2017,APR,Mato grosso,59,2017-01-01
1999,MAY,Mato grosso,206,1999-01-01
2000,MAY,Mato grosso,127,2000-01-01
2001,MAY,Mato grosso,112,2001-01-01
2002,MAY,Mato grosso,88,2002-01-01
2003,MAY,Mato grosso,74,2003-01-01
2004,MAY,Mato grosso,25,2004-01-01
2005,MAY,Mato grosso,328,2005-01-01
2006,MAY,Mato grosso,99,2006-01-01
2007,MAY,Mato grosso,62,2007-01-01
2008,MAY,Mato grosso,34,2008-01-01
2009,MAY,Mato grosso,927,2009-01-01
2010,MAY,Mato grosso,105,2010-01-01
2011,MAY,Mato grosso,81,2011-01-01
2012,MAY,Mato grosso,157,2012-01-01
2013,MAY,Mato grosso,72,2013-01-01
2014,MAY,Mato grosso,70,2014-01-01
2015,MAY,Mato grosso,58,2015-01-01
2016,MAY,Mato grosso,97,2016-01-01
2017,MAY,Mato grosso,72,2017-01-01
1998,JUNE,Mato grosso,82,1998-01-01
1999,JUNE,Mato grosso,127,1999-01-01
2000,JUNE,Mato grosso,157,2000-01-01
2001,JUNE,Mato grosso,249,2001-01-01
2002,JUNE,Mato grosso,517,2002-01-01
2003,JUNE,Mato grosso,170,2003-01-01
2004,JUNE,Mato grosso,394,2004-01-01
2005,JUNE,Mato grosso,439,2005-01-01
2006,JUNE,Mato grosso,89,2006-01-01
2007,JUNE,Mato grosso,141,2007-01-01
2008,JUNE,Mato grosso,24,2008-01-01
2009,JUNE,Mato grosso,376,2009-01-01
2010,JUNE,Mato grosso,149,2010-01-01
2011,JUNE,Mato grosso,104,2011-01-01
2012,JUNE,Mato grosso,96,2012-01-01
2013,JUNE,Mato grosso,35,2013-01-01
2014,JUNE,Mato grosso,84,2014-01-01
2015,JUNE,Mato grosso,299,2015-01-01
2016,JUNE,Mato grosso,120,2016-01-01
2017,JUNE,Mato grosso,175,2017-01-01
1998,JULY,Mato grosso,360,1998-01-01
1999,JULY,Mato grosso,1,1999-01-01
2000,JULY,Mato grosso,160,2000-01-01
2001,JULY,Mato grosso,591,2001-01-01
2002,JULY,Mato grosso,935,2002-01-01
2003,JULY,Mato grosso,182,2003-01-01
2004,JULY,Mato grosso,529,2004-01-01
2005,JULY,Mato grosso,859,2005-01-01
2006,JULY,Mato grosso,289,2006-01-01
2007,JULY,Mato grosso,197,2007-01-01
2008,JULY,Mato grosso,116,2008-01-01
2009,JULY,Mato grosso,354,2009-01-01
2010,JULY,Mato grosso,589,2010-01-01
2011,JULY,Mato grosso,250,2011-01-01
2012,JULY,Mato grosso,538,2012-01-01
2013,JULY,Mato grosso,201,2013-01-01
2014,JULY,Mato grosso,193,2014-01-01
2015,JULY,Mato grosso,371,2015-01-01
2016,JULY,Mato grosso,687,2016-01-01
2017,JULY,Mato grosso,1,2017-01-01
1998,AUG,Mato grosso,228,1998-01-01
1999,AUG,Mato grosso,4,1999-01-01
2000,AUG,Mato grosso,530,2000-01-01
2001,AUG,Mato grosso,2,2001-01-01
2002,AUG,Mato grosso,4,2002-01-01
2003,AUG,Mato grosso,953,2003-01-01
2004,AUG,Mato grosso,1,2004-01-01
2005,AUG,Mato grosso,4,2005-01-01
2006,AUG,Mato grosso,1,2006-01-01
2007,AUG,Mato grosso,2,2007-01-01
2008,AUG,Mato grosso,456,2008-01-01
2009,AUG,Mato grosso,816,2009-01-01
2010,AUG,Mato grosso,2,2010-01-01
2011,AUG,Mato grosso,552,2011-01-01
2012,AUG,Mato grosso,3,2012-01-01
2013,AUG,Mato grosso,677,2013-01-01
2014,AUG,Mato grosso,0,2014-01-01
2015,AUG,Mato grosso,1,2015-01-01
2016,AUG,Mato grosso,1,2016-01-01
2017,AUG,Mato grosso,1,2017-01-01
1998,SEPT,Mato grosso,457,1998-01-01
1999,SEPT,Mato grosso,3,1999-01-01
2000,SEPT,Mato grosso,510,2000-01-01
2001,SEPT,Mato grosso,1,2001-01-01
2002,SEPT,Mato grosso,2,2002-01-01
2003,SEPT,Mato grosso,1,2003-01-01
2004,SEPT,Mato grosso,3,2004-01-01
2005,SEPT,Mato grosso,2,2005-01-01
2006,SEPT,Mato grosso,1,2006-01-01
2007,SEPT,Mato grosso,4,2007-01-01
2008,SEPT,Mato grosso,2,2008-01-01
2009,SEPT,Mato grosso,1,2009-01-01
2010,SEPT,Mato grosso,2,2010-01-01
2011,SEPT,Mato grosso,1,2011-01-01
2012,SEPT,Mato grosso,2,2012-01-01
2013,SEPT,Mato grosso,1,2013-01-01
2014,SEPT,Mato grosso,365,2014-01-01
2015,SEPT,Mato grosso,1,2015-01-01
2016,SEPT,Mato grosso,2,2016-01-01
2017,SEPT,Mato grosso,3,2017-01-01
1998,OCT,Mato grosso,576,1998-01-01
1999,OCT,Mato grosso,0,1999-01-01
2000,OCT,Mato grosso,657,2000-01-01
2001,OCT,Mato grosso,563,2001-01-01
2002,OCT,Mato grosso,2,2002-01-01
2003,OCT,Mato grosso,541,2003-01-01
2004,OCT,Mato grosso,960,2004-01-01
2005,OCT,Mato grosso,647,2005-01-01
2006,OCT,Mato grosso,244,2006-01-01
2007,OCT,Mato grosso,668,2007-01-01
2008,OCT,Mato grosso,432,2008-01-01
2009,OCT,Mato grosso,854,2009-01-01
2010,OCT,Mato grosso,597,2010-01-01
2011,OCT,Mato grosso,276,2011-01-01
2012,OCT,Mato grosso,652,2012-01-01
2013,OCT,Mato grosso,378,2013-01-01
2014,OCT,Mato grosso,581,2014-01-01
2015,OCT,Mato grosso,507,2015-01-01
2016,OCT,Mato grosso,1,2016-01-01
2017,OCT,Mato grosso,685,2017-01-01
1998,NOV,Mato grosso,306,1998-01-01
1999,NOV,Mato grosso,1,1999-01-01
2000,NOV,Mato grosso,274,2000-01-01
2001,NOV,Mato grosso,220,2001-01-01
2002,NOV,Mato grosso,1,2002-01-01
2003,NOV,Mato grosso,380,2003-01-01
2004,NOV,Mato grosso,208,2004-01-01
2005,NOV,Mato grosso,159,2005-01-01
2006,NOV,Mato grosso,83,2006-01-01
2007,NOV,Mato grosso,82,2007-01-01
2008,NOV,Mato grosso,50,2008-01-01
2009,NOV,Mato grosso,439,2009-01-01
2010,NOV,Mato grosso,259,2010-01-01
2011,NOV,Mato grosso,445,2011-01-01
2012,NOV,Mato grosso,115,2012-01-01
2013,NOV,Mato grosso,423,2013-01-01
2014,NOV,Mato grosso,190,2014-01-01
2015,NOV,Mato grosso,276,2015-01-01
2016,NOV,Mato grosso,258,2016-01-01
2017,NOV,Mato grosso,133,2017-01-01
1998,DEC,Mato grosso,100,1998-01-01
1999,DEC,Mato grosso,306,1999-01-01
2000,DEC,Mato grosso,139,2000-01-01
2001,DEC,Mato grosso,143,2001-01-01
2002,DEC,Mato grosso,376,2002-01-01
2003,DEC,Mato grosso,153,2003-01-01
2004,DEC,Mato grosso,110,2004-01-01
2005,DEC,Mato grosso,46,2005-01-01
2006,DEC,Mato grosso,18,2006-01-01
2007,DEC,Mato grosso,15,2007-01-01
2008,DEC,Mato grosso,208,2008-01-01
2009,DEC,Mato grosso,87,2009-01-01
2010,DEC,Mato grosso,276,2010-01-01
2011,DEC,Mato grosso,577,2011-01-01
2012,DEC,Mato grosso,194,2012-01-01
2013,DEC,Mato grosso,195,2013-01-01
2014,DEC,Mato grosso,84,2014-01-01
2015,DEC,Mato grosso,394,2015-01-01
2016,DEC,Mato grosso,123,2016-01-01
1998,JAN,Minas gerais,0,1998-01-01
1999,JAN,Minas gerais,36,1999-01-01
2000,JAN,Minas gerais,24,2000-01-01
2001,JAN,Minas gerais,18,2001-01-01
2002,JAN,Minas gerais,29,2002-01-01
2003,JAN,Minas gerais,0,2003-01-01
2004,JAN,Minas gerais,22,2004-01-01
2005,JAN,Minas gerais,28,2005-01-01
2006,JAN,Minas gerais,109,2006-01-01
2007,JAN,Minas gerais,91,2007-01-01
